1.543830175672042060e+02,1.544390439066161207e+02
1.559443931018816158e+02,1.560020169581923994e+02
1.564322020079348476e+02,1.564882132913415944e+02
1.540826003606487689e+02,1.541380273530603517e+02
1.535711498912353079e+02,1.536258256533605504e+02
1.547922693167756449e+02,1.548481104635008876e+02
1.554427163077223213e+02,1.554991133810545989e+02
1.567248645664903108e+02,1.567827345453330850e+02
1.565795491996246653e+02,1.566331712519003077e+02
1.545810875473059411e+02,1.546359499310085539e+02
1.535893444361369404e+02,1.536424893306858337e+02
1.535704753011131913e+02,1.536247593970362004e+02
1.540298057361941915e+02,1.540837204963330578e+02
1.536297137310402263e+02,1.536834217204796005e+02
1.531479183054038060e+02,1.531997218037069217e+02
1.518010446840458769e+02,1.518549980759974289e+02
1.524910271559326986e+02,1.525451860798971779e+02
1.529302136157580492e+02,1.529843367467395296e+02
