1.547633759799130360e+02,1.547023475808765340e+02
1.564491836031828029e+02,1.563421013048671284e+02
1.554849610829080859e+02,1.554812666255810996e+02
1.543289123543748644e+02,1.542166555445185452e+02
1.538965029817973971e+02,1.537836464772578324e+02
1.549357426526188419e+02,1.548646423506926624e+02
1.555596574862904333e+02,1.554687673617293058e+02
1.566004309357898023e+02,1.565608697741865569e+02
1.543180366973211335e+02,1.544134904343304697e+02
1.542907749240700070e+02,1.542265612487524891e+02
1.528575742776573065e+02,1.528504719365393214e+02
1.537180763347579955e+02,1.536135269483019385e+02
1.536277301815769931e+02,1.535711455752674510e+02
1.533529745197300826e+02,1.532897168738217317e+02
1.519923305955136357e+02,1.520129980287366891e+02
1.527839852002750547e+02,1.526548859904413007e+02
1.531779552372134390e+02,1.530435290692823571e+02
1.535324683087206949e+02,1.534041498204620382e+02
